"projectRcn","projectID","projectAcronym","role","id","name","shortName","activityType","endOfParticipation","ecContribution","country","street","city","postCode","organizationUrl","vatNumber","contactForm","contactType","contactTitle","contactFirstNames","contactLastNames","contactFunction","contactTelephoneNumber","contactFaxNumber"
63459,"G1RD-CT-2001-00588","AUTOCON","participant",,"TYCO ELECTRONICS AMP GMBH",,,,,"DE","Amperestrasse 12-14","BENSHEIM",64625,,,,,,,,,,
63459,"G1RD-CT-2001-00588","AUTOCON","participant",,"POLITECNICO DI BARI",,,,,"IT","Via Amendola 126 B","BARI",70125,,,,,,,,,,
63459,"G1RD-CT-2001-00588","AUTOCON","participant",,"LEOPOLD KOSTAL GMBH",,,,,"DE","Wiesenstrasse 47","LUEDENSCHEID",58507,,,,,,,,,,
69704,"G5RD-CT-2002-00863","SPECSEP","participant",,"PARALAB-EQUIPAMENTOS INDUSTRIAIS E DE LABORATORIO"," S.A.",,,,,"PT","Pç. Dos Pescadores 47","MATOSINHOS",4450333,,,,,,,,,
69704,"G5RD-CT-2002-00863","SPECSEP","participant",,"UNIVERSITY OF ULM",,,,,"DE","Albert-Einstein-Allee 11","ULM",89081,,,,,,,,,,
69704,"G5RD-CT-2002-00863","SPECSEP","coordinator",,"UNIVERSIDADE DO PORTO",,,,,"PT","Praca Gomes Teixeira","PORTO",4099002,,,,,,,,,,
69704,"G5RD-CT-2002-00863","SPECSEP","participant",,"DRAEGERWERK AG",,,,,"DE","Moislinger Allee 53-55","LUEBECK",23542,,,,,,,,,,
69704,"G5RD-CT-2002-00863","SPECSEP","participant",,"GKSS - FORSCHUNGSZENTRUM GEESTHACHT GMBH",,,,,"DE","Max Planck Strasse 1","Geesthacht",21502,,,,,,,,,,
69704,"G5RD-CT-2002-00863","SPECSEP","participant",,"BLUE MEMBRANES GMBH",,,,,"DE","Rheingaustr 190-196","WIESBADEN",65203,,,,,,,,,,
69704,"G5RD-CT-2002-00863","SPECSEP","participant",,"AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS*CSIC",,,,,"ES","Calle Serrano 117","MADRID",28006,,,,,,,,,,
64960,"HPRN-CT-2002-00323","NANOCHANNEL","participant",,"ECOLE NORMALE SUPERIEURE DE CACHAN",,,,,"FR","Avenue du President Wilson 61","CACHAN",94230,,,,,,,,,,
64960,"HPRN-CT-2002-00323","NANOCHANNEL","participant",,"CENTRO RICERCHE FIAT S.C.P.A",,,,,"IT",50,"STRADA TORINO",50,"ORBASSANO",10043,"http://www.crf.it",,,,,,,
64960,"HPRN-CT-2002-00323","NANOCHANNEL","participant",,"NATIONAL RESEARCH COUNCIL OF ITALY",,,,,"IT","Via E. Bassini 15","MILANO",20133,,,,,,,,,,
64960,"HPRN-CT-2002-00323","NANOCHANNEL","participant",,"THE UNIVERSITY OF TUEBINGEN",,,,,"DE","Auf der Morgenstelle 18","TUEBINGEN",72076,,,,,,,,,,
64960,"HPRN-CT-2002-00323","NANOCHANNEL","coordinator",,"THE UNIVERSITY OF TUEBINGEN",,,,,"DE","Auf der Morgenstelle 8","TUEBINGEN",72076,,,,,,,,,,
64960,"HPRN-CT-2002-00323","NANOCHANNEL","participant",,"UNIVERSITY OF BERNE",,,,,"CH",3,"Freiestrasse 3","BERN",3012,,,,,,,,,
64960,"HPRN-CT-2002-00323","NANOCHANNEL","participant",,"ITALIAN INSTITUTE FOR THE PHYSICS OF MATTER",,,,,"IT","Corso Perrone 24","GENOVA",16152,,,,,,,,,,
64960,"HPRN-CT-2002-00323","NANOCHANNEL","participant",,"MATERIA NOVA",,,,,"BE","Place du Parc",20,"MONS-BERGEN",7000,,,,,,,,,
64905,"FIGH-CT-2002-00208","GENRAD-T","participant",,"CENTRO DE INVESTIGACIONES ENERGETICAS"," MEDIAMBIENTALES Y TECNOLOGICAS",,,,,"ES",22,"Avenida Complutense 22","MADRID",28040,,,,,,,,
64905,"FIGH-CT-2002-00208","GENRAD-T","coordinator",,"GSF-RESEARCH CENTER FOR ENVIRONMENT AND HEALTH",,,,,"DE","Ingolstädter Landstrasse 1","Neuherberg bei München",85764,,,,,,,,,,
64905,"FIGH-CT-2002-00208","GENRAD-T","participant",,"COMMISSARIAT A L'ENERGIE ATOMIQUE",,,,,"FR","Avenue du General Leclerc 60-68","FONTENAY AUX ROSES",92265,,,,,,,,,,
64905,"FIGH-CT-2002-00208","GENRAD-T","participant",,"UNIVERSITY OF WALES SWANSEA",,,,,"UK","Singleton Park","SWANSEA","SA2 8PP",,,,,,,,,,
67692,"FIKW-CT-2002-20204","NANET","participant",,"NUCLEAR RESEARCH INSTITUTE REZ A.S.",,,,,"CZ","Rez 130","REZ - PRAHA","250 68",,,,,,,,,,
67692,"FIKW-CT-2002-20204","NANET","participant",,"EMPRESA NACIONAL DE RESIDUOS RADIOACTIVOS S.A.",,,,,"ES","Emilio Vargas 7","MADRID",28043,,,,,,,,,,
67692,"FIKW-CT-2002-20204","NANET","participant",,"GESELLSCHAFT FUER ANLAGEN- UND REAKTORSICHERHEIT (GRS) MBH",,,,,"DE","Theodor-Heuss-Strasse 4","BRAUNSCHWEIG",38011,,,,,,,,,,
67692,"FIKW-CT-2002-20204","NANET","coordinator",,"ENVIROS CONSULTING LIMITED",,,,,"UK","Burton Street 47","GRANTHAM","NG33 4ST",,,,,,,,,,
67692,"FIKW-CT-2002-20204","NANET","participant",,"CONTERRA AB",,,,,"SE","Fridhemsgatan 66 B","STOCKHOLM",11246,,,,,,,,,,
67692,"FIKW-CT-2002-20204","NANET","participant",,"UNITED KINGDOM NIREX LTD",,,,,"UK","Curie Avenue","DIDCOT","HARWELL","CHILTON","OX11 0RH",,,,,,,,
67692,"FIKW-CT-2002-20204","NANET","participant",,"NATIONAL AGENCY FOR RADIOACTIVE WASTE AND ENRICHED FISSILE MATERIALS",,,,,"BE","Avenue des Arts 14","BRUXELLES",1210,,,,,,,,,,
67692,"FIKW-CT-2002-20204","NANET","participant",,"CONSEJO DE SEGURIDAD NUCLEAR",,,,,"ES",11,"Justo Dorado 11","MADRID",28040,,,,,,,,,
67692,"FIKW-CT-2002-20204","NANET","participant",,"COMMISSARIAT A L'ENERGIE ATOMIQUE",,,,,"FR","CEA/Saclay","GIF SUR YVETTE",91191,,,,,,,,,,
67692,"FIKW-CT-2002-20204","NANET","participant",,"Geological Survey of Finland",,,,,"FI","Betonimiehenkuja 4","Espoo",2150,"http://www.gtk.fi",,,,,,,,,
67972,"FIGH-CT-2002-00217","TELOSENS","participant",,"CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS",,,,,"ES","Campus de la Universidad Autonoma de Madrid","MADRID",28049,,,,,,,,,,
67972,"FIGH-CT-2002-00217","TELOSENS","participant",,"BRUNEL UNIVERSITY",,,,,"UK","Kingston Lane","UXBRIDGE","UB8 3HP",,,,,,,,,,
67972,"FIGH-CT-2002-00217","TELOSENS","participant",,"UNIVERSITY OF AARHUS",,,,,"DK","Universitets-parken Batholing Building","AARHUS C",8000,,,,,,,,,,
67972,"FIGH-CT-2002-00217","TELOSENS","participant",,"UNIVERSITY OF ESSEN",,,,,"DE","Hufelandstrasse 55","ESSEN",45147,,,,,,,,,,
67972,"FIGH-CT-2002-00217","TELOSENS","participant",,"AUTONOMOUS UNIVERSITY OF BARCELONA",,,,,"ES","Campus de Bellaterra Edifici M","BELLATERRA",8193,,,,,,,,,,
67972,"FIGH-CT-2002-00217","TELOSENS","participant",,"ECOLE NORMALE SUPERIEURE DE LYON",,,,,"FR",46,"Allée d'Italie 46","LYON",69364,,,,,,,,,
67972,"FIGH-CT-2002-00217","TELOSENS","participant",,"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE",,,,,"FR","Allée d'Italie 46","LYON",69364,,,,,,,,,,
67972,"FIGH-CT-2002-00217","TELOSENS","coordinator",,"COMMISSARIAT A L'ENERGIE ATOMIQUE",,,,,"FR","Ctr Etudes Fontenay-aux-Roses CE-FAR","FONTENAY AUX ROSES",92265,,,,,,,,,,
67972,"FIGH-CT-2002-00217","TELOSENS","participant",,"SERVICIO GALEGO DE SAUDE - SERGAS",,,,,"ES","Xubias de Arriba",84,"LA CORUNA",15006,,,,,,,,,
67972,"FIGH-CT-2002-00217","TELOSENS","participant",,"NATIONAL RESEARCH COUNCIL OF ITALY",,,,,"IT","Via Abbiategrasso",207,"PAVIA",27100,,,,,,,,,
67972,"FIGH-CT-2002-00217","TELOSENS","participant",,"UNIVERSITA DEGLI STUDI DI PAVIA",,,,,"IT","Via Ferrata 1","PAVIA",27100,,,,,,,,,,
69008,"FIGH-CT-2002-00218","INTERSTANDER","participant",,"FACULTY OF MEDICINE/UNIVERSITY HOSPITAL GOETTINGEN",,,,,"DE","Robert-Koch-Strasse 40","GOETTINGEN",37075,,,,,,,,,,
69008,"FIGH-CT-2002-00218","INTERSTANDER","participant",,"UNIVERSITY OF ST ANDREWS",,,,,"UK","Queen's Terrace Bute Medical Buildings","St Andrews"," Fife","KY16 9TS",,,,,,,,,
69008,"FIGH-CT-2002-00218","INTERSTANDER","participant",,"NATIONAL CENTRE FOR SCIENTIFIC RESEARCH 'DEMOKRITOS'",,,,,"EL","Terma Patriarchou Grigoriou","ATHENS",15310,,,,,,,,,,
69008,"FIGH-CT-2002-00218","INTERSTANDER","coordinator",,"UNIVERSITY OF ESSEN",,,,,"DE","Hufelandstrasse 55","ESSEN",45147,,,,,,,,,,
69008,"FIGH-CT-2002-00218","INTERSTANDER","participant",,"BUNDESREPUBLIK DEUTSCHLAND",,,,,"DE","Budensallee 100","BRAUNSCHWEIG",38116,,,,,,,,,,
69500,"FIGH-CT-2002-00207","NON-DSB LESIONS","participant",,"UNIVERSITY OF SUSSEX",,,,,"UK","Falmer","BRIGHTON / FALMER","BN1 9RR",,,,,,,,,,
69500,"FIGH-CT-2002-00207","NON-DSB LESIONS","participant",,"ERASMUS UNIVERSITEIT ROTTERDAM",,,,,"NL","Dr. Molewaterplein 50","ROTTERDAM","3000 DR",,,,,,,,,,
69500,"FIGH-CT-2002-00207","NON-DSB LESIONS","participant",,"INSTITUT CURIE",,,,,"FR","Rue d'Ulm 26","PARIS",75248,,,,,,,,,,
69500,"FIGH-CT-2002-00207","NON-DSB LESIONS","coordinator",,"LEIDEN UNIVERSITY",,,,,"NL","Wassenaarseweg 72","LEIDEN","2300 RA",,,,,,,,,,
69500,"FIGH-CT-2002-00207","NON-DSB LESIONS","participant",,"MEDICAL RESEARCH COUNCIL",,,,,"UK","Harwell","Didcot","OX11 0RD",,,,,,,,,,
69500,"FIGH-CT-2002-00207","NON-DSB LESIONS","participant",,"GSF-RESEARCH CENTER FOR ENVIRONMENT AND HEALTH",,,,,"DE","Ingolstaedter Landstrasse 1","OBERSCHLEISSHEIM",85764,,,,,,,,,,
69500,"FIGH-CT-2002-00207","NON-DSB LESIONS","participant",,"COMMISSARIAT A L'ENERGIE ATOMIQUE",,,,,"FR","Avenue du General Leclerc 60-68","FONTENAY AUX ROSES",92265,,,,,,,,,,
67216,"FIGH-CT-2002-00216","RAHGE","participant",,"BELGIAN NUCLEAR RESEARCH CENTRE",,,,,"BE","Boeretang 200","MOL",2400,,,,,,,,,,
67216,"FIGH-CT-2002-00216","RAHGE","coordinator",,"FONDATION JEAN DAUSSET - CENTRE D'ETUDE DU POLYMORPHISME HUMAIN",,,,,"FR","Rue Juliette Dodu 27","PARIS",75010,,,,,,,,,,
67216,"FIGH-CT-2002-00216","RAHGE","participant",,"COMMISSARIAT A L'ENERGIE ATOMIQUE",,,,,"FR","Avenue du General Leclerc 60-68","FONTENAY AUX ROSES",92265,,,,,,,,,,
67219,"FIGH-CT-2002-00215","GENE-RAD-INTERACT","coordinator",,"INTERNATIONAL AGENCY FOR RESEARCH ON CANCER",,,,,"FR",150,"Cours Albert-Thomas 150","LYON",69372,,,,,,,,,
67219,"FIGH-CT-2002-00215","GENE-RAD-INTERACT","participant",,"FINNISH CANCER REGISTRY",,,,,"FI","21B","LIISANKATU 21B","HELSINKI",170,,,,,,,,,
67219,"FIGH-CT-2002-00215","GENE-RAD-INTERACT","participant",,"INSTITUTE OF ONCOLOGY - ACADEMY OF MEDICAL SCIENCES OF UKRAINE",,,,,"UA","Lomonosova"," 33/43","KYIV",3022,,,,,,,,,
67219,"FIGH-CT-2002-00215","GENE-RAD-INTERACT","participant",,"BELARUSSIAN CENTER FOR MEDICAL TECHNOLOGIES"," COMPUTER SYSTEMS"," ADMINISTRATION AND MANAGEMENT OF HEALTH",,,,,"BY","P. Brovki Str.","MINSK",220600,,,,,,,,
67451,"HPSE-CT-2002-00115","EGG","participant",,"UNIVERSITY OF LJUBLJANA",,,,,"SI","Askerceva 2","LJUBLJANA",1000,,,,,,,,,,
67451,"HPSE-CT-2002-00115","EGG","participant",,"UNIVERSITY OF BUCHAREST",,,,,"RO","Sfântul Ștefan 24"," Sector 2","BUCHAREST",70609,,,,,,,,,
67451,"HPSE-CT-2002-00115","EGG","participant",,"UNIVERSITY OF LATVIA",,,,,"LV","Visvalza Street"," 4a","RIGA",1050,,,,,,,,,
67451,"HPSE-CT-2002-00115","EGG","participant",,"FONDAZIONE FELICITA ED ENRICO BIGNASCHI E FIGLI",,,,,"IT","Via Olmetto 3","MILANO",20123,,,,,,,,,,
67451,"HPSE-CT-2002-00115","EGG","coordinator",,"THE QUEEN'S UNIVERSITY OF BELFAST",,,,,"UK","University Square 19-21","BELFAST","BT7 1PA",,,,,,,,,,
67451,"HPSE-CT-2002-00115","EGG","participant",,"UNIVERSITY OF TARTU",,,,,"EE","Tiigi Street",78,"TARTU",50410,,,,,,,,,
67451,"HPSE-CT-2002-00115","EGG","participant",,"UNIVERSITY OF SOFIA KLIMENT OHRIDSKI",,,,,"BG","Tzar Osvoboditel bd 15","SOFIA",1000,,,,,,,,,,
67451,"HPSE-CT-2002-00115","EGG","participant",,"INSTITUTE OF SOCIOLOGY OF THE ACADEMY OF SCIENCES OF THE CZECH REPUBLIC",,,,,"CZ","Jilska 1","PRAHA 1","110 00",,,,,,,,,,
67451,"HPSE-CT-2002-00115","EGG","participant",,"MATEJ BEL UNIVERSITY",,,,,"SK","Narodna",12,"BANSKA BYSTRICA","974 01",,,,,,,,,
67451,"HPSE-CT-2002-00115","EGG","participant",,"LAW UNIVERSITY OF LITHUANIA",,,,,"LT","Ateities Street",20,"VILNIUS",2057,,,,,,,,,
52976,"FIKS-CT-2000-00041","NACUSP","participant",,"UNIVERSIDAD POLITECNICA DE VALENCIA",,,,,"ES","Camino de Vera s/n","VALENCIA",46022,,,,,,,,,,
52976,"FIKS-CT-2000-00041","NACUSP","coordinator",,"NUCLEAR RESEARCH AND CONSULTANCY GROUP",,,,,"NL","Utrechtseweg 310","ARNHEM","6800 ET",,,,,,,,,,
52976,"FIKS-CT-2000-00041","NACUSP","participant",,"IBERDROLA SA",,,,,"ES","Hermosilla",3,"MADRID",28001,,,,,,,,,
52976,"FIKS-CT-2000-00041","NACUSP","participant",,"DELFT UNIVERSITY OF TECHNOLOGY",,,,,"NL","Mekelweg 15","DELFT","2629 JB",,,,,,,,,,
52976,"FIKS-CT-2000-00041","NACUSP","participant",,"PAUL SCHERRER INSTITUT",,,,,"CH",,"VILLIGEN",5232,,,,,,,,,,
52976,"FIKS-CT-2000-00041","NACUSP","participant",,"RESEARCH CENTER ROSSENDORF",,,,,"DE",,"WEISSIG - DRESDEN",1314,,,,,,,,,,
52976,"FIKS-CT-2000-00041","NACUSP","participant",,"SWISS FEDERAL INSTITUTE OF TECHNOLOGY ZUERICH",,,,,"CH","Claussiusstrasse 33 - ETH Zentrum","ZURICH",8092,,,,,,,,,,
52976,"FIKS-CT-2000-00041","NACUSP","participant",,"COMMISSARIAT A L'ENERGIE ATOMIQUE",,,,,"FR","CEA Cadarache Batiment 216","ST.PAUL LES DURANCE",13108,,,,,,,,,,
52976,"FIKS-CT-2000-00041","NACUSP","participant",,"FORSMARKS KRAFTGRUPP AB","FKA",,,,"SE",,"OESTHAMMAR",,"http://www.forsmark.com",,,,,,,,,
54005,"HPRN-CT-2000-00166",,"participant",,"UNIVERSITY OF FLORIDA",,,,,"US","Museum Road and North-South Drive","GAINESVILLE","32611-8440",,,,,,,,,,
54005,"HPRN-CT-2000-00166",,"participant",,"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE",,,,,"FR","Avenue des Martyrs 25","GRENOBLE",38042,,,,,,,,,,
54005,"HPRN-CT-2000-00166",,"participant",,"THE UNIVERSITY OF LIVERPOOL",,,,,"UK","Oxford Street","LIVERPOOL","L69 7ZE",,,,,,,,,,
54005,"HPRN-CT-2000-00166",,"participant",,"BAYERISCHE AKADEMIE DER WISSENSCHAFTEN",,,,,"DE","Walther-Meissner-Strasse 8","GARCHING",85748,,,,,,,,,,
54005,"HPRN-CT-2000-00166",,"coordinator",,"HAHN-MEITNER-INSTITUT BERLIN GMBH",,,,,"DE","Glienicker Strasse 100","BERLIN",14109,,,,,,,,,,
58637,"FIKW-CT-2001-00159","MEGAPIE","participant",,"COMMISSARIAT A L'ENERGIE ATOMIQUE",,,,,"FR","CEA/Saclay","GIF SUR YVETTE",91191,,,,,,,,,,
58637,"FIKW-CT-2001-00159","MEGAPIE","participant",,"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE",,,,,"FR","rue Alfred Kastler 4","NANTES",44307,,,,,,,,,,
58637,"FIKW-CT-2001-00159","MEGAPIE","participant",,"BELGIAN NUCLEAR RESEARCH CENTRE",,,,,"BE","Boeretang 200","MOL",2400,,,,,,,,,,
58637,"FIKW-CT-2001-00159","MEGAPIE","participant",,"UNIVERSITY OF SCIENCE AND TECHNOLOGY OF LILLE",,,,,"FR","Bâtiment C6","VILLENEUVE D'ASCQ",59655,,,,,,,,,,
58637,"FIKW-CT-2001-00159","MEGAPIE","participant",,"UNIVERSITE LOUIS PASTEUR"," STRASBOURG 1",,,,,"FR","Rue du Loess 23","STRASBOURG",67037,,,,,,,,,
58637,"FIKW-CT-2001-00159","MEGAPIE","participant",,"PAUL SCHERRER INSTITUT",,,,,"CH",,"VILLIGEN",5232,,,,,,,,,,
58637,"FIKW-CT-2001-00159","MEGAPIE","coordinator",,"FORSCHUNGSZENTRUM KARLSRUHE GMBH - TECHNIK UND UMWELT",,,,,"DE","Hermann-von-Helmholtz-Platz 1","EGGENSTEIN-LEOPOLDSHAFEN",76344,,,,,,,,,,
58637,"FIKW-CT-2001-00159","MEGAPIE","participant",,"UNIVERSITE DE NANTES",,,,,"FR","La Chantrerie"," Rue Alfred Kastler 4","NANTES",44307,,,,,,,,,
58637,"FIKW-CT-2001-00159","MEGAPIE","participant",,"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE",,,,,"FR","Université de Lille 1 - Bât. C6","VILLENEUVE D'ASCQ",59655,,,,,,,,,,
58637,"FIKW-CT-2001-00159","MEGAPIE","participant",,"INSTITUT DES SCIENCES DE LA MATIÈRE ET DU RAYONNEMENT DE CAEN",,,,,"FR","Boulevard du Maréchal Juin 6","CAEN",14050,,,,,,,,,,
58637,"FIKW-CT-2001-00159","MEGAPIE","participant",,"ECOLE NATIONALE SUPÉRIEURE DES TECHNIQUES INDUSTRIELLES ET DES MINES DE NANTES",,,,,"FR","Rue Alfred Kastler 4","NANTES",44307,,,,,,,,,,
58637,"FIKW-CT-2001-00159","MEGAPIE","participant",,"ITALIAN AGENCY FOR NEW TECHNOLOGY"," ENERGY AND THE ENVIRONMENT",,,,,"IT","Via Martiri di Monte Sole 4","BOLOGNA",40129,,,,,,,,,
58637,"FIKW-CT-2001-00159","MEGAPIE","participant",,"UNIVERSITE DE PARIS-SUD XI",,,,,"FR","Rue Georges Clémenceau 15"," Bâtiments 104 et 106","GOMETZ LA VILLE",91405,,,,,,,,,
58637,"FIKW-CT-2001-00159","MEGAPIE","participant",,"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE",,,,,"FR","Rue Georges Urbain 15","VITRY SUR SEINE",94407,,,,,,,,,,
52377,"FIKR-CT-2000-00038","ENSEMBLE","participant",,"RISOE NATIONAL LABORATORY",,,,,"DK",399,"Frederiksborgvej 399","ROSKILDE",4000,,,,,,,,,
52377,"FIKR-CT-2000-00038","ENSEMBLE","coordinator",,"COMMISSION OF THE EUROPEAN COMMUNITIES",,,,,"IT","Via Enrico Fermi 1"," TP 460","BARASSO",21020,,,,,,,,,
52377,"FIKR-CT-2000-00038","ENSEMBLE","participant",,"GERMAN WEATHER SERVICE",,,,,"DE",,"OFFENBACH AM MAIN",63004,,,,,,,,,,
52377,"FIKR-CT-2000-00038","ENSEMBLE","participant",,"FINNISH METEOROLOGICAL INSTITUTE",,,,,"FI","20 E","Sahaajankatu 20 E","HELSINKI",810,,,,,,,,,
52377,"FIKR-CT-2000-00038","ENSEMBLE","participant",,"DANISH METEOROLOGICAL INSTITUTE",,,,,"DK","Lyngbyvej 100","KOEPENHAGEN",2100,,,,,,,,,,
52377,"FIKR-CT-2000-00038","ENSEMBLE","participant",,"INSTITUTE OF ATOMIC ENERGY",,,,,"PL","Swierk","OTWOCK - SWIERK","05 400",,,,,,,,,,
52377,"FIKR-CT-2000-00038","ENSEMBLE","participant",,"NATIONAL INSTITUTE OF PUBLIC HEALTH AND ENVIRONMENT",,,,,"NL","Anthonie van Leuwenhoeklaan 9","BILTHOVEN","3720 BA",,,,,,,,,,
52377,"FIKR-CT-2000-00038","ENSEMBLE","participant",,"NORWEGIAN METEOROLOGICAL INSTITUTE",,,,,"NO","Niels Henrik Abelsv. 40","OSLO",313,,,,,,,,,,
52377,"FIKR-CT-2000-00038","ENSEMBLE","participant",,"THE VICTORIA UNIVERSITY OF MANCHESTER",,,,,"UK",".","Booth Street West","Manchester","M15 6PB",,,,,,,,,
52377,"FIKR-CT-2000-00038","ENSEMBLE","participant",,"ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE",,,,,"NL",10,"Wilhelminalaan 10","DE BILT","3730 AE",,,,,,,,,
52377,"FIKR-CT-2000-00038","ENSEMBLE","participant",,"SECRETARY OF STATE FOR DEFENCE - MINISTRY OF DEFENCE",,,,,"UK","London Road"," Sutton House Room SG/12","BRACKNELL","RG12 2SZ",,,,,,,,,
52377,"FIKR-CT-2000-00038","ENSEMBLE","participant",,"ENVIROWARE SRL",,,,,"IT","Via Vittorio Emanuele II 36","MONZA",20052,,,,,,,,,,
52377,"FIKR-CT-2000-00038","ENSEMBLE","participant",,"ROYAL METEOROLOGICAL INSTITUTE OF BELGIUM",,,,,"BE","Avenue Circulaire 3","BRUXELLES",1180,,,,,,,,,,
52377,"FIKR-CT-2000-00038","ENSEMBLE","participant",,"SWEDISH METEOROLOGICAL AND HYDROLOGICAL INSTITUTE",,,,,"SE","Folkborgsvägen 1","NORRKÖPING","601 76","http://www.smhi.se",,,,,,,,,
52377,"FIKR-CT-2000-00038","ENSEMBLE","participant",,"CENTRE NATIONAL DE RECHERCHES MÉTÉOROLOGIQUES METEO FRANCE",,,,,"FR","Avenue Coriolis 42","TOULOUSE",31057,,,,,,,,,,
52377,"FIKR-CT-2000-00038","ENSEMBLE","participant",,"CENTRAL INSTITUTE FOR METEOROLOGY AND GEODYNAMICS",,,,,"AT","Hohe Warte 38","WIEN",1190,,,,,,,,,,
52377,"FIKR-CT-2000-00038","ENSEMBLE","participant",,"NATIONAL CENTRE FOR SCIENTIFIC RESEARCH 'DEMOKRITOS'",,,,,"EL","Aghia Paraskevi"," Attikis","ATHENS",15310,,,,,,,,,
59918,"FIKI-CT-2001-20180","MICANET","participant",,"ITALIAN AGENCY FOR NEW TECHNOLOGY"," ENERGY AND THE ENVIRONMENT",,,,,"IT","Via Martiri di Monte Sole 4","BOLOGNA",40129,,,,,,,,,
59918,"FIKI-CT-2001-20180","MICANET","participant",,"BRITISH NUCLEAR FUELS PLC",,,,,"UK","Sellafield B170","SEASCALE","CA20 1PG",,,,,,,,,,
59918,"FIKI-CT-2001-20180","MICANET","participant",,"UNIVERSITAET STUTTGART",,,,,"DE",31,"Pfaffenwaldring 31","STUTTGART",70569,,,,,,,,,
59918,"FIKI-CT-2001-20180","MICANET","participant",,"ELECTRICITE DE FRANCE",,,,,"FR",1,"Avenue du Général de Gaulle 1","CLAMART",92141,,,,,,,,,
59918,"FIKI-CT-2001-20180","MICANET","participant",,"COMMISSARIAT A L'ENERGIE ATOMIQUE",,,,,"FR","CEA/Saclay","GIF SUR YVETTE",91191,,,,,,,,,,
59918,"FIKI-CT-2001-20180","MICANET","participant",,"COMMISSION OF THE EUROPEAN COMMUNITIES",,,,,"BE","Rue de la Loi 200","BRUXELLES",1049,,,,,,,,,,
59918,"FIKI-CT-2001-20180","MICANET","participant",,"FORSCHUNGSZENTRUM KARLSRUHE GMBH - TECHNIK UND UMWELT",,,,,"DE",,"Karlsruhe",76021,,,,,,,,,,
59918,"FIKI-CT-2001-20180","MICANET","participant",,"PAUL SCHERRER INSTITUT",,,,,"CH",,"VILLIGEN",5232,,,,,,,,,,
59918,"FIKI-CT-2001-20180","MICANET","participant",,"COMPAGNIE GÉNÉRALE DES MATIÈRES NUCLÉAIRES",,,,,"FR","Rue Paul Dautier 2","VELIZY VILLACOUBLAY",78141,,,,,,,,,,
59918,"FIKI-CT-2001-20180","MICANET","participant",,"FRAMATOME ANP GMBH",,,,,"DE","Freyeslebenstrasse 1","ERLANGEN",91058,,,,,,,,,,
59918,"FIKI-CT-2001-20180","MICANET","participant",,"FORTUM NUCLEAR SERVICES OY",,,,,"FI","Keilaniementie 1","ESPOO",48,,,,,,,,,,
59918,"FIKI-CT-2001-20180","MICANET","participant",,"FORSCHUNGSZENTRUM JUELICH GMBH",,,,,"DE","Wilhelm-Johnen-Straße","Juelich",52425,,,,,,,,,,
59918,"FIKI-CT-2001-20180","MICANET","participant",,"VUJE TRNAVA INC - ENGINEERING"," DESIGN AND RESEARCH ORGANISATION",,,,,"SK","Okruzna 5","TRNAVA","918 64",,,,,,,,,
59918,"FIKI-CT-2001-20180","MICANET","participant",,"NUCLEAR RESEARCH AND CONSULTANCY GROUP",,,,,"NL","Utrechtseweg 310","ARNHEM","6800 ET",,,,,,,,,,
59918,"FIKI-CT-2001-20180","MICANET","participant",,"EMPRESARIOS AGRUPADOS INTERNACIONAL SA",,,,,"ES","Magallanes 3","MADRID",,,,,,,,,,,
59918,"FIKI-CT-2001-20180","MICANET","coordinator",,"SOCIETE FRAMATOME",,,,,"FR","Tour Framatome","PARIS LA DEFENSE",92084,,,,,,,,,,
59918,"FIKI-CT-2001-20180","MICANET","participant",,"TRACTEBEL SA",,,,,"BE",7,"Avenue Ariane 7","BRUXELLES",1200,,,,,,,,,
59918,"FIKI-CT-2001-20180","MICANET","participant",,"ANSALDO ENERGIA SPA",,,,,"IT","Corso Perrone 25","CORNIGLIANO",16161,,,,,,,,,,
59918,"FIKI-CT-2001-20180","MICANET","participant",,"NATIONAL NUCLEAR CORPORATION LTD.",,,,,"UK","Chelford Road"," Booths Hall","KNUTSFORD","WA16 8QZ",,,,,,,,,
58311,"FIR1-CT-2001-20187","EAN","participant",,"AUSTRIAN RESEARCH CENTERS SIEBERDORF",,,,,"AT",,"SEIBERSDORF",2444,,,,,,,,,,
58311,"FIR1-CT-2001-20187","EAN","participant",,"NATIONAL RADIOLOGICAL PROTECTION BOARD",,,,,"UK",,"DIDCOT","HARWELL","CHILTON","OX11 0RQ",,,,,,,,
58311,"FIR1-CT-2001-20187","EAN","participant",,"NORWEGIAN RADIATION PROTECTION AUTHORITY",,,,,"NO",13,"Grini Naeringspark 13","OSTERAS",1332,,,,,,,,,
58311,"FIR1-CT-2001-20187","EAN","participant",,"FORTUM POWER AND HEAT OY",,,,,"FI",,"LOVIISA",7901,,,,,,,,,,
